2	2.076010046
3	2.476285981
4	2.877171523
5	3.367380757
6	4.802070354
7	5.306970698
8	5.769752584
9	6.298039426
10	6.979574821
11	8.979904591
12	9.586356604
13	10.41561727
14	10.87939728
15	11.87520653
16	14.47228438
17	15.27709177
18	15.89587533
19	16.62035304
20	17.52570375
21	20.74194967
22	21.49604713
23	22.53822503
24	23.63415129
